datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
2020-01-01 19:00:00,1126.1699,26.467004394531276,0.018175213,0.009460449,14.513568785589676,25.271691894531276,0.018289654,0.13720703,4.659473717486138,23.779504394531276,0.016870586,0.06417847,1.061667636878879,1,1,0
2020-01-01 20:00:00,1130.5479,26.226098632812523,0.018006902,0.0070438385,13.852067081149093,24.882348632812523,0.01803742,0.12963867,4.933951266783735,23.421411132812523,0.016732793,0.057174683,1.5790804389857165,1,1,0
2020-01-01 21:00:00,1123.8589000000002,26.060113525390648,0.017869193,0.007347107,13.508202921673028,24.497613525390648,0.017808158,0.11315918,4.84299802394388,23.161676025390648,0.016541678,0.05203247,2.143748015911641,1,1,0
2020-01-01 22:00:00,1072.263,25.936425781250023,0.017739177,0.009471893,13.791126084965152,24.186425781250023,0.017617106,0.09414673,4.730659310922921,22.952050781250023,0.016419291,0.050704956,2.240611477735249,1,1,0
2020-01-01 23:00:00,1076.9789,25.831719970703148,0.017540598,0.012001038,14.585716754405528,23.902032470703148,0.017426157,0.0869751,4.64805662707306,22.761407470703148,0.016304636,0.05709839,2.1992199707027864,1,1,0
2020-01-02 00:00:00,1021.8683,25.705133056640648,0.017410813,0.015640259,15.177570810267484,23.627008056640648,0.017227707,0.07910156,4.635170411616002,22.525445556640648,0.01619011,0.07247925,2.235103955635454,0,0,0
2020-01-02 01:00:00,989.2139,25.577539062500023,0.017365025,0.02154541,15.474082443816412,23.358789062500023,0.017075108,0.07437134,4.635264237658677,22.311914062500023,0.016083287,0.0965271,2.2887763355517112,0,0,0
2020-01-02 02:00:00,992.0821,25.4555603027344,0.017387943,0.023986816,15.41410776927273,23.1899353027344,0.016991215,0.06588745,4.782033357960985,22.1508728027344,0.015984135,0.11627197,2.370820162981813,0,0,0
2020-01-02 03:00:00,931.201,25.3569274902344,0.01743382,0.025749207,15.393875340870276,23.0209899902344,0.016884504,0.05845642,4.959659480280815,22.0209899902344,0.015892683,0.1274414,2.4598372086880995,0,0,0
2020-01-02 04:00:00,922.7832,25.235314941406276,0.017548325,0.021614075,14.564375172657488,22.821252441406276,0.01672435,0.048721313,5.021768054404985,21.938439941406276,0.015801193,0.13317871,2.427078961435291,0,0,0
2020-01-02 05:00:00,958.1755,25.137597656250023,0.01762461,0.028518677,13.367212544723762,22.614160156250023,0.016556494,0.03781128,5.081156267378448,21.887597656250023,0.01573252,0.13085938,2.297210768466468,0,0,0
2020-01-02 06:00:00,987.5273,25.098657226562523,0.01766269,0.027679443,12.768627552672111,22.512719726562523,0.016434357,0.027374268,5.141066378396614,21.848657226562523,0.015679047,0.12298584,2.153017965460635,0,0,0
2020-01-02 07:00:00,1079.2255,26.021020507812523,0.0180517,0.02166748,15.204877753376287,23.958520507812523,0.016884403,0.017936707,7.495153784010818,22.427270507812523,0.015846806,0.10293579,2.0725496462407875,0,0,0
2020-01-02 08:00:00,1237.3843,27.040856933593773,0.017929941,0.02193451,18.65144925865661,25.556481933593773,0.01718226,0.013874054,8.5253964239671,23.822106933593773,0.01580134,0.10205078,2.125043006910562,0,0,0
2020-01-02 09:00:00,1313.5203,27.915185546875023,0.017800884,0.021156311,19.78715119045404,27.102685546875023,0.017251568,0.009780884,9.584547409332798,25.274560546875023,0.0157028,0.08834839,1.9684213636493624,0,0,0
2020-01-02 10:00:00,1383.2545,28.690026855468773,0.017778134,0.014308929,19.753601433467395,28.268151855468773,0.017289853,0.006418228,9.215921428643512,26.502526855468773,0.015649533,0.08065796,1.591611859574657,0,0,0
2020-01-02 11:00:00,1423.1525,29.2917419433594,0.017801292,0.017295837,19.59932780767482,29.1979919433594,0.017381676,0.00605011,8.515448656968568,27.4323669433594,0.01568032,0.09527588,1.3533039432812362,0,0,0
2020-01-02 12:00:00,1446.9338,29.673791503906276,0.017847326,0.018676758,19.461991955074257,29.845666503906276,0.017435338,0.005376816,7.933542382934705,27.861291503906276,0.01614597,0.11557007,1.377320128534196,0,0,0
2020-01-02 13:00:00,1426.6427,29.825555419921898,0.01789309,0.022132874,19.279606725076963,30.263055419921898,0.017488733,0.0028524399,7.493355730007454,27.903680419921898,0.016557947,0.13122559,1.817306846576536,0,0,0
2020-01-02 14:00:00,1432.75,29.807580566406276,0.017862473,0.030349731,18.75294483710429,30.307580566406276,0.017656479,0.002316475,6.974803306513438,27.651330566406276,0.01676384,0.14385986,2.4126807426779173,0,0,0
2020-01-02 15:00:00,1387.9775,29.618096923828148,0.0177481,0.02861023,18.02115616149454,30.008721923828148,0.017954094,0.0041980743,6.186624777188934,27.039971923828148,0.017015679,0.1560669,2.81688959511073,0,0,0
2020-01-02 16:00:00,1317.7584,29.232629394531276,0.017626217,0.017982483,17.589622958307825,29.420129394531276,0.018419674,0.018005371,4.966046956249365,26.326379394531276,0.016985347,0.15771484,3.1236448065549487,0,0,0
2020-01-02 17:00:00,1257.317,28.3764587402344,0.017885968,0.011798859,16.33482107017188,28.2983337402344,0.01861839,0.017593384,4.263472665911397,25.4233337402344,0.017000958,0.16668701,3.298200836437467,0,0,0
2020-01-02 18:00:00,1308.265,27.187951660156276,0.018443445,0.006055832,13.917453577023474,26.437951660156276,0.01850448,0.01752472,2.7758315361228614,24.414514160156276,0.017321924,0.19024658,2.99723139802622,0,0,0
2020-01-02 19:00:00,1350.8292,26.631524658203148,0.018505089,0.00303936,13.595549163669984,25.772149658203148,0.017925255,0.021476746,3.1269206744100075,23.756524658203148,0.017421715,0.17889404,2.672307190322981,0,0,0
2020-01-02 20:00:00,1286.6903,26.300744628906276,0.01845876,0.0017533302,13.349022561627129,25.214807128906276,0.017802631,0.02419281,3.4881201408063944,23.316369628906276,0.017459309,0.15802002,2.280119129130479,0,0,0
2020-01-02 21:00:00,1261.342,26.080194091796898,0.018359039,0.0022201538,13.075164262895855,24.736444091796898,0.017695282,0.024909973,3.829674613118522,23.009881591796898,0.017321441,0.14172363,2.016401249651379,0,0,0
2020-01-02 22:00:00,1193.7009,25.909753417968773,0.018282464,0.0026798248,13.273683437428751,24.355065917968773,0.01757293,0.022644043,4.117151687147818,22.761315917968773,0.017122796,0.10662842,1.8642045982922928,0,0,0
2020-01-02 23:00:00,1143.114,25.757775878906276,0.018206127,0.0032072067,13.777088916607648,24.039025878906276,0.017443188,0.01939392,4.362640083490431,22.539025878906276,0.016893871,0.0803833,1.82057490082472,0,0,0
2020-01-03 00:00:00,1075.2017,25.602136230468773,0.018061237,0.0036716461,14.151658376828248,23.774011230468773,0.017290669,0.015090942,4.572288935625115,22.320886230468773,0.016657429,0.0675354,2.020370436543524,0,0,0
2020-01-03 01:00:00,1035.1116,25.449609375000023,0.017840162,0.004091263,14.423488152941603,23.519921875000023,0.017145887,0.012928009,4.67189262055101,22.121484375000023,0.016428724,0.059906006,2.3648147414879106,0,0,0
2020-01-03 02:00:00,996.7045,25.302575683593773,0.017588614,0.0046482086,14.870733040838136,23.255700683593773,0.017016409,0.01184845,4.608570043590494,21.997888183593773,0.016207693,0.04949951,2.591184960969233,0,0,0
2020-01-03 03:00:00,972.5915,25.180535888671898,0.017382799,0.00504303,15.146232997793131,22.985223388671898,0.01687163,0.009944916,4.552924574483825,21.946160888671898,0.01598662,0.044509888,2.6438962368392005,0,0,0
2020-01-03 04:00:00,962.2506,25.0925231933594,0.017253174,0.008342743,14.58225565098231,22.7331481933594,0.016742004,0.0072898865,4.518807742434495,21.8503356933594,0.01578833,0.04020691,2.672095151163586,0,0,0
2020-01-03 05:00:00,968.1705,25.009667968750023,0.017214969,0.009609222,13.417880117065344,22.517480468750023,0.016627505,0.00450325,4.494349479746068,21.736230468750023,0.015620426,0.035079956,2.651426071946253,0,0,0
2020-01-03 06:00:00,977.3287,24.974938964843773,0.017214881,0.007991791,12.47542999076945,22.420251464843773,0.016535865,0.0029563904,4.516284203377404,21.639001464843773,0.01546775,0.030426025,2.5465574139066645,0,0,0
2020-01-03 07:00:00,1086.2521,25.9025817871094,0.017527701,0.006483078,14.106824578721612,23.9650817871094,0.01703179,0.0036411285,6.807260939497845,22.1994567871094,0.015620354,0.023719788,2.34589504196916,0,0,0
2020-01-03 08:00:00,1250.9927,26.905114746093773,0.017299004,0.005449295,17.036112246736295,25.748864746093773,0.017268486,0.004667282,7.957260918652515,23.592614746093773,0.01551754,0.015113831,2.388127617953118,0,0,0
2020-01-03 09:00:00,1343.0494,27.658837890625023,0.017345142,0.0027370453,16.730794735835946,27.299462890625023,0.017268848,0.0040225983,8.683439673164957,24.986962890625023,0.015250872,0.009849548,2.238251032600348,0,0,0
2020-01-03 10:00:00,1430.7716,28.404199218750023,0.017437262,0.0021133423,15.450537929614397,28.466699218750023,0.01734571,0.0030641556,8.045185009125316,26.216699218750023,0.015095038,0.009246826,1.85544978146143,0,0,0
2020-01-03 11:00:00,1468.9345,29.052697753906276,0.01749147,0.0015277863,14.099762399173072,29.443322753906276,0.017468581,0.002415657,7.3658711874162845,27.255822753906276,0.01507295,0.016357422,1.245720711958035,0,0,0
2020-01-03 12:00:00,1483.663,29.600366210937523,0.017499646,0.00059080124,13.029240163691972,30.194116210937523,0.017537793,0.007144928,6.708858077413836,27.928491210937523,0.015496929,0.028182983,0.6699334973809039,0,0,0
2020-01-03 13:00:00,1534.4767,29.936975097656276,0.01757644,0.00015157461,12.49451591735483,30.608850097656276,0.017492516,0.028709412,6.12132529438521,28.233850097656276,0.01580642,0.0526886,1.1442074189334148,0,0,0
2020-01-03 14:00:00,1529.2185,30.066949462890648,0.017645849,0.002404213,12.633028990636864,30.676324462890648,0.017706884,0.04597473,5.497685264390495,28.098199462890648,0.015975012,0.07644653,1.8002295824505354,0,0,0
2020-01-03 15:00:00,1469.6202,29.963586425781276,0.017539585,0.0043582916,13.64273149408244,30.291711425781276,0.01797446,0.04611206,5.122210429148821,27.635461425781276,0.016448582,0.08572388,2.284546934616257,0,0,0
2020-01-03 16:00:00,1409.9023,29.566461181640648,0.017401239,0.004016876,14.972105410719212,29.800836181640648,0.018347284,0.0413208,4.538362272947579,26.800836181640648,0.016958734,0.101257324,2.4624246779409877,0,0,0
2020-01-03 17:00:00,1308.1027,28.660119628906276,0.017712839,0.004732132,14.726930045562602,28.597619628906276,0.018437631,0.039642334,4.228413310233741,25.800744628906276,0.017407663,0.11785889,2.444195773548256,0,0,0
2020-01-03 18:00:00,1348.6345,27.350274658203148,0.018329747,0.0042877197,12.803024417481174,26.600274658203148,0.018520482,0.023239136,2.7302991717811054,24.803399658203148,0.017437108,0.13031006,2.6818252639941496,0,0,0
2020-01-03 19:00:00,1363.8664,26.6867614746094,0.01838989,0.0032892227,12.526504883045428,25.7961364746094,0.01764221,0.015357971,3.2751590850280574,24.1398864746094,0.01764221,0.13995361,2.5719545187540365,0,0,0
2020-01-03 20:00:00,1311.9671,26.318200683593773,0.018259339,0.0018553734,11.966489312036265,25.138513183593773,0.017465882,0.010448456,3.936187699843395,23.763513183593773,0.017694764,0.13952637,2.1748865920130136,0,0,0
2020-01-03 21:00:00,1269.3826,26.048394775390648,0.018067915,0.0012164116,11.302663296821612,24.564019775390648,0.017327864,0.005874634,4.515085378961187,23.431207275390648,0.017518599,0.12054443,1.914420633248527,0,0,0
2020-01-03 22:00:00,1191.4652999999998,25.819451904296898,0.01785394,0.00073480606,10.899142870318618,24.038201904296898,0.017129147,0.0029554367,4.693535811290379,23.155389404296898,0.017304623,0.09793091,1.8811784648284768,0,0,0
2020-01-03 23:00:00,1137.0714,25.604119873046898,0.017678345,0.00037920475,10.987437319007164,23.549432373046898,0.016877258,0.0014705658,4.690735254383378,22.940057373046898,0.017052734,0.07199097,2.0238221557741207,0,0,0
2020-01-04 00:00:00,1069.3249,25.412896728515648,0.017594317,0.00016492605,11.76568446900434,23.123834228515648,0.016640643,0.00064635277,4.644892225298393,22.678521728515648,0.01680086,0.053359985,2.3186098267171205,0,0,0
2020-01-04 01:00:00,1031.5166000000002,25.281213378906276,0.0176401,6.341934e-05,13.12532827784216,22.765588378906276,0.016434656,0.00029027462,4.649752321107441,22.406213378906276,0.016564356,0.04824829,2.6034358852163053,0,0,0
2020-01-04 02:00:00,1006.8219,25.192956542968773,0.017800486,5.6773424e-05,13.325317453464129,22.489831542968773,0.016282236,0.00013929605,4.622259635473307,22.169519042968773,0.0163509,0.047561646,2.802194758661389,0,0,0
2020-01-04 03:00:00,974.5017,25.098840332031276,0.017938104,9.056926e-05,12.053344281481383,22.231652832031276,0.016152825,7.57277e-05,4.234779179838761,21.981652832031276,0.016183343,0.04534912,2.822001133124369,0,0,0
2020-01-04 04:00:00,967.0756,24.987023925781276,0.018060701,0.00013625622,10.865373926166551,22.072961425781276,0.015993135,7.3581934e-05,4.0528356162053285,21.807336425781276,0.016031282,0.046447754,2.6854062498693114,0,0,0
2020-01-04 05:00:00,961.8724,24.8527770996094,0.01817592,0.00017035007,10.522038921714191,22.0324645996094,0.015810808,0.00026738644,4.290561241570813,21.6652770996094,0.015879473,0.05279541,2.4984505973315168,0,0,0
2020-01-04 06:00:00,945.7888,24.810418701171898,0.018268306,0.00030565262,10.4159929844002,22.060418701171898,0.015742976,0.0015792847,4.530803745788955,21.599481201171898,0.015727717,0.054138184,2.3098682955562992,0,0,0
2020-01-04 07:00:00,980.8308,26.0405212402344,0.018696362,0.00086450577,12.795752172151628,23.9311462402344,0.016392285,0.005060196,6.856584644757378,22.2592712402344,0.015797192,0.047683716,2.125167051368774,0,0,0
2020-01-04 08:00:00,1122.398,27.365380859375023,0.018627234,0.004350662,15.862679208595395,25.849755859375023,0.016895361,0.008098602,7.471612168957936,23.771630859375023,0.015712805,0.042266846,2.230244482092803,0,0,0
2020-01-04 09:00:00,1224.3461,28.286096191406276,0.01857299,0.019042969,16.294166017056725,27.707971191406276,0.017199699,0.009716034,8.95051060077851,25.239221191406276,0.015448753,0.036743164,2.326461357341787,0,0,0
2020-01-04 10:00:00,1311.5866,28.983728027343773,0.018442683,0.03640747,15.838078305977325,28.968103027343773,0.01734405,0.011688232,8.391719551513265,26.468103027343773,0.015238338,0.029006958,1.9645316353471909,0,0,0
2020-01-04 11:00:00,1348.0186,29.613366699218773,0.018442165,0.052597046,15.382497368137653,29.957116699218773,0.017457973,0.014060974,7.644677857721661,27.472741699218773,0.0151615245,0.021591187,1.3767122384249535,0,0,0
2020-01-04 12:00:00,1339.378,29.999841308593773,0.018411245,0.0697937,15.3541218047951,30.687341308593773,0.01760253,0.023780823,7.137653230268271,28.046716308593773,0.015687551,0.023880005,0.7066447926868119,0,0,0
2020-01-04 13:00:00,1330.5575,30.1567321777344,0.01827364,0.07821655,15.832454715376675,30.9692321777344,0.017983723,0.04147339,6.56289907931368,28.3442321777344,0.015824605,0.037628174,0.8593106117402584,0,0,0
2020-01-04 14:00:00,1336.84,30.144219970703148,0.018113136,0.080322266,16.632184451579043,31.003594970703148,0.018105507,0.06619263,6.353783187884603,28.362969970703148,0.01580143,0.047409058,1.305466128334687,0,0,0
2020-01-04 15:00:00,1310.6185,29.924340820312523,0.018005945,0.11065674,17.419163746431686,30.752465820312523,0.01818142,0.05770874,6.332273298528602,27.924340820312523,0.016136743,0.06539917,1.750216510185857,0,0,0
2020-01-04 16:00:00,1281.2915999999998,29.316217041015648,0.017997893,0.1111145,18.70747210700252,30.081842041015648,0.018638762,0.05303955,5.711261576630149,27.222467041015648,0.016700896,0.058059692,1.9528873634730808,0,0,0
2020-01-04 17:00:00,1237.2551,28.373376464843773,0.018340888,0.08615112,18.745831396958195,28.670251464843773,0.018859686,0.037506104,5.33766415631687,26.139001464843773,0.017326178,0.07055664,1.848031072361544,0,0,0
2020-01-04 18:00:00,1280.6014,27.317254638671898,0.018890008,0.08355713,16.754048719594174,26.598504638671898,0.018981561,0.03125,3.608067627977148,24.911004638671898,0.017806634,0.09979248,1.4841485599667754,0,0,0
2020-01-04 19:00:00,1326.9846,26.8510681152344,0.019149305,0.0920105,16.003356695928183,25.8510681152344,0.018569471,0.04170227,4.125748271698374,24.1323181152344,0.01732588,0.11468506,1.4391469228627518,0,0,0
2020-01-04 20:00:00,1286.0857,26.645654296875023,0.019195085,0.091796875,15.59997103761772,25.301904296875023,0.018111711,0.04600525,5.21684990379263,23.567529296875023,0.01711226,0.11383057,1.408082698587914,0,0,0
2020-01-04 21:00:00,1225.848,26.506494140625023,0.019149417,0.09274292,15.66799723609041,24.740869140625023,0.017943973,0.05038452,5.333529880398855,23.318994140625023,0.016875857,0.11831665,1.3578807168380378,0,0,0
2020-01-04 22:00:00,1178.2984,26.373956298828148,0.019065607,0.07699585,16.132960653072757,24.194268798828148,0.017791498,0.05911255,4.734527410187953,23.178643798828148,0.016669977,0.12362671,1.3930792986637257,0,0,0
2020-01-04 23:00:00,1133.0124,26.221826171875023,0.01889767,0.04814148,16.97797196317693,23.753076171875023,0.017577784,0.06378174,4.315453315872177,23.049951171875023,0.016509669,0.13067627,1.502471789826737,0,0,0
2020-01-05 00:00:00,1085.9276,26.036218261718773,0.018599853,0.031967163,17.8886946369205,23.426843261718773,0.017402038,0.06211853,4.1616247133201,22.919030761718773,0.01636444,0.13098145,1.6302408516985034,0,0,0
2020-01-05 01:00:00,1038.4670999999998,25.876184082031276,0.01816473,0.019874573,19.218349843395117,23.212121582031276,0.017302608,0.053375244,4.2047927690169455,22.782434082031276,0.016219234,0.13323975,1.894059486405644,0,0,0
2020-01-05 02:00:00,1013.5455,25.709130859375023,0.017851815,0.009674072,19.84229588360725,23.052880859375023,0.017249092,0.048080444,4.405557534205498,22.654443359375023,0.016112313,0.13696289,2.268165519396571,0,0,0
2020-01-05 03:00:00,991.6183,25.590112304687523,0.017577186,0.0029716492,21.191049032127484,22.933862304687523,0.017203346,0.06047058,4.677333451389223,22.582299804687523,0.016005531,0.13928223,2.5456983579409824,0,0,0
2020-01-05 04:00:00,966.1103,25.503930664062523,0.017378995,0.0034217834,22.552398702928684,22.832055664062523,0.017096708,0.072784424,5.092561503110578,22.511743164062523,0.01592178,0.140625,2.756044419076014,0,0,0
2020-01-05 05:00:00,966.7874,25.473352050781276,0.017211411,0.010150909,24.27938375127748,22.715539550781276,0.016952012,0.06304932,5.478393485436621,22.426477050781276,0.015876267,0.13635254,3.1114572271943826,0,0,0
2020-01-05 06:00:00,923.2408,25.505761718750023,0.017142732,0.014453888,25.33420651319714,22.654199218750023,0.01678415,0.055130005,5.905236293448174,22.388574218750023,0.015868623,0.13879395,3.492512454076911,0,0,0
2020-01-05 07:00:00,936.837,26.122827148437523,0.017341023,0.021408081,26.373761368001517,24.200952148437523,0.01713503,0.0519104,9.41823601892902,22.849389648437523,0.016036397,0.13470459,4.187247001634577,0,0,0
2020-01-05 08:00:00,983.6561,27.059899902343773,0.01708158,0.041137695,28.3949455384036,25.997399902343773,0.017508825,0.038635254,12.654815836711492,23.950524902343773,0.0160745,0.11929321,5.324205430616594,0,0,0
2020-01-05 09:00:00,1035.262,27.836877441406276,0.016661985,0.060943604,29.8972652549788,27.430627441406276,0.017440183,0.040374756,16.603762041791303,25.211877441406276,0.016028745,0.09472656,6.0224557181852685,0,0,0
2020-01-05 10:00:00,1085.5312,28.549645996093773,0.01643333,0.052734375,29.81793877276312,28.377770996093773,0.017097088,0.04597473,17.457026302723623,26.221520996093773,0.015830608,0.075927734,6.189181428810116,0,0,0
2020-01-05 11:00:00,1116.7028,29.174035644531276,0.016425945,0.050308228,29.98229708390827,29.064660644531276,0.016960002,0.04386902,17.32270127936916,26.908410644531276,0.015556193,0.06072998,6.039337769387387,0,0,0
2020-01-05 12:00:00,1135.8987,29.528161621093773,0.016479526,0.039978027,30.184223485326054,29.512536621093773,0.016899142,0.038269043,17.209427144138022,27.231286621093773,0.015438112,0.04875183,5.77050300983998,0,0,0
2020-01-05 13:00:00,1129.6253000000002,29.683374023437523,0.016510274,0.02884674,30.055979327091425,29.714624023437523,0.016800191,0.031799316,16.881581724283773,27.261499023437523,0.015365865,0.031539917,5.588478514737278,0,0,0
2020-01-05 14:00:00,1134.4477,29.692956542968773,0.016403735,0.014770508,29.82580334076309,29.646081542968773,0.016670763,0.02898407,16.118061364836795,27.052331542968773,0.015324175,0.027328491,5.525641584471793,0,0,0
2020-01-05 15:00:00,1149.1425,29.4931579589844,0.016319547,0.007865906,29.49271034304759,29.2744079589844,0.016670499,0.033615112,14.658879778061358,26.6494079589844,0.01540402,0.03414917,5.3953728878774605,0,0,0
2020-01-05 16:00:00,1120.6145,28.896844482421898,0.016418576,0.004360199,29.005974642156165,28.568719482421898,0.016937375,0.045135498,12.125316214616564,26.084344482421898,0.015663266,0.06384277,4.956012611428534,0,0,0
2020-01-05 17:00:00,1136.3425,27.807214355468773,0.016800214,0.0019607544,26.51613958647329,27.291589355468773,0.017555524,0.048858643,8.405373040157937,25.213464355468773,0.016022015,0.0854187,4.305917170580633,0,0,0
2020-01-05 18:00:00,1217.6226,26.628259277343773,0.01741852,0.0006828308,21.59200138768477,25.347009277343773,0.017616885,0.04017639,5.731955148961994,24.128259277343773,0.016304629,0.10235596,3.658452095647149,0,0,0
2020-01-05 19:00:00,1254.1394,26.105798339843773,0.017724007,0.00024360418,18.60967527209731,24.683923339843773,0.017518014,0.04573059,5.325801445193989,23.597985839843773,0.01644227,0.104522705,3.3720177253447323,0,0,0
2020-01-05 20:00:00,1260.7762,25.759576416015648,0.017838672,0.000109791756,15.974955126202378,24.220513916015648,0.017380908,0.0549469,5.079013137854469,23.376763916015648,0.016549304,0.098480225,3.167229616085566,0,0,0
2020-01-05 21:00:00,1228.5935,25.529687500000023,0.017831175,5.671382e-05,15.187614745660282,23.795312500000023,0.017182676,0.04852295,5.058333551615292,23.264062500000023,0.016587583,0.09353638,2.889835329809243,0,0,0
2020-01-05 22:00:00,1188.8061,25.381188964843773,0.017792996,0.005250931,15.903169740661545,23.412438964843773,0.017068204,0.043273926,5.4201845586681285,23.139001464843773,0.016518887,0.11495972,2.943735334031813,0,0,0
2020-01-05 23:00:00,1110.8038,25.4360290527344,0.017716609,0.0107421875,17.805757358708096,23.0766540527344,0.01694604,0.036224365,5.790995029869575,22.9204040527344,0.016411982,0.12609863,3.164130736568888,0,0,0
2020-01-06 00:00:00,1083.9995,25.463830566406276,0.017495306,0.012519836,19.761795013998423,22.706018066406276,0.016785773,0.028427124,5.93796477737336,22.674768066406276,0.016289862,0.12112427,3.3959813827974865,0,0,0
2020-01-06 01:00:00,1040.1826,25.390008544921898,0.017342472,0.0156059265,20.978206595835093,22.343133544921898,0.01661768,0.023918152,6.090343173275355,22.429071044921898,0.016137028,0.11483765,3.574637598729381,0,0,0
2020-01-06 02:00:00,1019.1363,25.312921142578148,0.017197257,0.018447876,21.78156758365585,22.008233642578148,0.016449576,0.024589539,6.242605238437224,22.203546142578148,0.015968924,0.105773926,3.687795108689185,0,0,0
2020-01-06 03:00:00,1000.4205,25.248712158203148,0.017082496,0.016189575,22.03398329121937,21.733087158203148,0.016296668,0.028671265,6.299404552112972,22.014337158203148,0.015816016,0.09609985,3.7181943744414334,0,0,0
2020-01-06 04:00:00,975.8471,25.1508728027344,0.017066933,0.016571045,20.83538530096452,21.5414978027344,0.016166665,0.031814575,6.066149304236307,21.8774353027344,0.015678383,0.08843994,3.6228944201204096,0,0,0
